5,毎朝
5,問題
5,お茶
5,黒
5,台所
5,葉書
5,ペン
5,ニュース
5,花瓶
5,フォーク
5,引く
5,フィルム
5,磨く
5,押す
5,売る
5,電気
5,並ぶ
5,病気
5,ポケット
5,頭
5,はし
5,英語
5,家
5,一月
5,暑い
5,遊ぶ
5,取る
5,九
5,閉める
5,たいへん
5,奥さん
5,作文
5,便利
5,右
5,寒い
5,あびる
5,十
5,中
5,消す
5,近く
5,七つ
5,テープレコーダー
5,目
5,空
5,六日
5,座る
5,年
5,男の子
5,狭い
5,冷蔵庫
5,カメラ
5,玄関
5,違う
5,危ない
5,分かる
5,言う
5,飲む
5,練習
5,何
5,厚い
5,毎月
5,閉まる
5,脱ぐ
5,黒い
5,登る
5,汚い
5,雨
5,お皿
5,速い
5,お風呂
5,新しい
5,廊下
5,茶色
5,コート
5,手紙
5,要る
5,こっち
5,スプーン
5,時々
5,傘
5,いい
5,よい
5,電話
5,勤める
5,安い
5,どう
5,道
5,バス
5,クラス
5,差す
5,スポーツ
5,どっち
5,そば
5,新聞
5,どうして
5,庭
5,大きな
5,辺
5,番号
5,家族
